views,date
334.474541,2017-01-08T00:00:00Z
339.857378,2017-01-09T00:00:00Z
325.241603,2017-01-10T00:00:00Z
310.366256,2017-01-11T00:00:00Z
309.23896,2017-01-12T00:00:00Z
307.243907,2017-01-13T00:00:00Z
313.300905,2017-01-14T00:00:00Z
327.877576,2017-01-15T00:00:00Z
335.703843,2017-01-16T00:00:00Z
327.105534,2017-01-17T00:00:00Z
321.178167,2017-01-18T00:00:00Z
323.22697899999997,2017-01-19T00:00:00Z
315.381852,2017-01-20T00:00:00Z
317.64054,2017-01-21T00:00:00Z
339.147168,2017-01-22T00:00:00Z
344.629853,2017-01-23T00:00:00Z
326.699815,2017-01-24T00:00:00Z
321.519059,2017-01-25T00:00:00Z
328.212517,2017-01-26T00:00:00Z
306.663877,2017-01-27T00:00:00Z
316.349568,2017-01-28T00:00:00Z
327.6173,2017-01-29T00:00:00Z
339.322513,2017-01-30T00:00:00Z
323.33759,2017-01-31T00:00:00Z
317.257308,2017-02-01T00:00:00Z
309.810476,2017-02-02T00:00:00Z
301.955141,2017-02-03T00:00:00Z
307.58251,2017-02-04T00:00:00Z
324.352365,2017-02-05T00:00:00Z
337.914936,2017-02-06T00:00:00Z
325.777426,2017-02-07T00:00:00Z
318.85013,2017-02-08T00:00:00Z
314.239556,2017-02-09T00:00:00Z
299.472386,2017-02-10T00:00:00Z
305.87169,2017-02-11T00:00:00Z
329.288102,2017-02-12T00:00:00Z
338.119966,2017-02-13T00:00:00Z
312.885661,2017-02-14T00:00:00Z
317.431197,2017-02-15T00:00:00Z
317.485683,2017-02-16T00:00:00Z
300.530733,2017-02-17T00:00:00Z
309.700283,2017-02-18T00:00:00Z
322.269282,2017-02-19T00:00:00Z
340.002287,2017-02-20T00:00:00Z
328.659343,2017-02-21T00:00:00Z
323.454127,2017-02-22T00:00:00Z
312.012755,2017-02-23T00:00:00Z
298.734494,2017-02-24T00:00:00Z
310.715397,2017-02-25T00:00:00Z
333.700818,2017-02-26T00:00:00Z
350.090498,2017-02-27T00:00:00Z
329.654813,2017-02-28T00:00:00Z
318.117475,2017-03-01T00:00:00Z
317.752335,2017-03-02T00:00:00Z
301.010721,2017-03-03T00:00:00Z
299.088424,2017-03-04T00:00:00Z
313.917501,2017-03-05T00:00:00Z
323.495458,2017-03-06T00:00:00Z
324.484185,2017-03-07T00:00:00Z
317.200119,2017-03-08T00:00:00Z
318.242556,2017-03-09T00:00:00Z
305.576347,2017-03-10T00:00:00Z
306.951523,2017-03-11T00:00:00Z
327.825052,2017-03-12T00:00:00Z
322.859153,2017-03-13T00:00:00Z
322.884789,2017-03-14T00:00:00Z
318.522322,2017-03-15T00:00:00Z
309.674301,2017-03-16T00:00:00Z
305.794468,2017-03-17T00:00:00Z
317.129681,2017-03-18T00:00:00Z
320.244654,2017-03-19T00:00:00Z
327.10814800000003,2017-03-20T00:00:00Z
333.723422,2017-03-21T00:00:00Z
323.796635,2017-03-22T00:00:00Z
313.664108,2017-03-23T00:00:00Z
295.620823,2017-03-24T00:00:00Z
296.582139,2017-03-25T00:00:00Z
305.796026,2017-03-26T00:00:00Z
310.906135,2017-03-27T00:00:00Z
313.065349,2017-03-28T00:00:00Z
310.2771,2017-03-29T00:00:00Z
302.376819,2017-03-30T00:00:00Z
292.306961,2017-03-31T00:00:00Z
290.560261,2017-04-01T00:00:00Z
298.239834,2017-04-02T00:00:00Z
316.934975,2017-04-03T00:00:00Z
316.271484,2017-04-04T00:00:00Z
311.110855,2017-04-05T00:00:00Z
335.352446,2017-04-06T00:00:00Z
333.393028,2017-04-07T00:00:00Z
301.349441,2017-04-08T00:00:00Z
337.329757,2017-04-09T00:00:00Z
349.059507,2017-04-10T00:00:00Z
344.030216,2017-04-11T00:00:00Z
356.816386,2017-04-12T00:00:00Z
340.606561,2017-04-13T00:00:00Z
306.119594,2017-04-14T00:00:00Z
322.42438,2017-04-15T00:00:00Z
324.700933,2017-04-16T00:00:00Z
348.871949,2017-04-17T00:00:00Z
335.282273,2017-04-18T00:00:00Z
335.48373,2017-04-19T00:00:00Z
329.529403,2017-04-20T00:00:00Z
305.505004,2017-04-21T00:00:00Z
305.705686,2017-04-22T00:00:00Z
322.993075,2017-04-23T00:00:00Z
346.709919,2017-04-24T00:00:00Z
308.628707,2017-04-25T00:00:00Z
304.019702,2017-04-26T00:00:00Z
305.834794,2017-04-27T00:00:00Z
292.26183,2017-04-28T00:00:00Z
294.905261,2017-04-29T00:00:00Z
308.992345,2017-04-30T00:00:00Z
326.418182,2017-05-01T00:00:00Z
316.030533,2017-05-02T00:00:00Z
312.66011,2017-05-03T00:00:00Z
305.095614,2017-05-04T00:00:00Z
295.350148,2017-05-05T00:00:00Z
303.201032,2017-05-06T00:00:00Z
308.171115,2017-05-07T00:00:00Z
320.906771,2017-05-08T00:00:00Z
311.759982,2017-05-09T00:00:00Z
307.592257,2017-05-10T00:00:00Z
311.630618,2017-05-11T00:00:00Z
294.69757,2017-05-12T00:00:00Z
293.107184,2017-05-13T00:00:00Z
296.392326,2017-05-14T00:00:00Z
319.88648,2017-05-15T00:00:00Z
312.294084,2017-05-16T00:00:00Z
313.522516,2017-05-17T00:00:00Z
315.059793,2017-05-18T00:00:00Z
301.07028,2017-05-19T00:00:00Z
302.476054,2017-05-20T00:00:00Z
303.022912,2017-05-21T00:00:00Z
351.586519,2017-05-22T00:00:00Z
323.414361,2017-05-23T00:00:00Z
304.605372,2017-05-24T00:00:00Z
298.104452,2017-05-25T00:00:00Z
281.195186,2017-05-26T00:00:00Z
279.221044,2017-05-27T00:00:00Z
289.438446,2017-05-28T00:00:00Z
